built_age,current_energy_efficiency,environment_impact_current,energy_consumption_current,co2_emissions_current,lighting_cost_current,heating_cost_current,hot_water_cost_current
Pre-30s,55.0,51.0,364.0,5.3,75.0,1057.0,84.0
Post-30s,66.0,62.0,287.0,3.1,70.0,489.0,120.0
Pre-30s,58.0,51.0,353.0,5.7,68.0,1083.0,109.0
Post-30s,67.0,63.0,187.0,5.3,124.0,843.0,105.0
Pre-30s,53.0,46.0,414.0,5.0,74.0,932.0,112.0
Pre-30s,35.0,30.0,517.0,9.2,88.0,1437.0,128.0
Post-30s,73.0,71.0,189.0,3.2,116.0,536.0,131.0
Pre-30s,43.0,35.0,538.0,9.6,81.0,1783.0,132.0
Pre-30s,49.0,41.0,425.0,6.6,93.0,1191.0,102.0
Post-30s,69.0,68.0,187.0,3.3,106.0,559.0,107.0
Post-30s,70.0,70.0,182.0,2.7,82.0,514.0,99.0
Pre-30s,60.0,54.0,241.0,6.0,100.0,1043.0,112.0
Post-30s,69.0,68.0,198.0,2.8,45.0,511.0,120.0
Pre-30s,60.0,54.0,324.0,4.4,64.0,660.0,93.0
Post-30s,50.0,45.0,320.0,6.3,116.0,1146.0,112.0
Pre-30s,26.0,22.0,584.0,14.0,90.0,1716.0,166.0
Pre-30s,48.0,39.0,388.0,10.0,99.0,1935.0,116.0
Pre-30s,48.0,44.0,403.0,6.3,58.0,1286.0,130.0
Pre-30s,48.0,42.0,334.0,11.0,189.0,1309.0,146.0
Pre-30s,43.0,36.0,489.0,7.3,61.0,1300.0,93.0
Pre-30s,42.0,25.0,696.0,7.1,65.0,848.0,59.0
Post-30s,52.0,49.0,349.0,4.2,73.0,780.0,98.0
Post-30s,71.0,69.0,238.0,2.9,48.0,564.0,97.0
Post-30s,62.0,62.0,217.0,6.7,171.0,931.0,137.0
Pre-30s,54.0,45.0,344.0,8.4,120.0,1583.0,98.0
Pre-30s,51.0,45.0,383.0,5.8,88.0,900.0,112.0
Pre-30s,55.0,50.0,288.0,5.5,95.0,1059.0,105.0
Post-30s,70.0,68.0,231.0,3.4,111.0,606.0,109.0
Post-30s,68.0,70.0,209.0,2.4,43.0,494.0,90.0
Pre-30s,49.0,44.0,318.0,7.0,72.0,1320.0,115.0
Post-30s,75.0,73.0,182.0,2.7,60.0,493.0,108.0
Post-30s,69.0,64.0,255.0,3.3,40.0,456.0,114.0
Post-30s,50.0,46.0,350.0,4.9,57.0,858.0,101.0
Post-30s,65.0,64.0,199.0,4.1,81.0,661.0,124.0
Post-30s,61.0,59.0,294.0,5.5,145.0,1119.0,118.0
Pre-30s,41.0,33.0,489.0,8.7,87.0,1594.0,133.0
Post-30s,68.0,67.0,213.0,2.7,56.0,411.0,152.0
Post-30s,51.0,46.0,306.0,6.7,91.0,971.0,191.0
Pre-30s,13.0,9.0,778.0,21.4,92.0,3824.0,370.0
Pre-30s,57.0,49.0,360.0,6.2,66.0,1091.0,92.0
Pre-30s,53.0,51.0,290.0,5.2,96.0,902.0,97.0
Post-30s,77.0,79.0,176.0,2.0,74.0,339.0,73.0
Post-30s,77.0,79.0,168.0,2.2,92.0,351.0,98.0
Pre-30s,72.0,73.0,225.0,2.1,46.0,396.0,74.0
Post-30s,62.0,53.0,292.0,8.2,134.0,1321.0,104.0
Pre-30s,60.0,55.0,247.0,5.0,95.0,964.0,106.0
Post-30s,77.0,77.0,125.0,2.6,77.0,446.0,142.0
Post-30s,67.0,62.0,232.0,3.7,85.0,634.0,100.0
Post-30s,82.0,80.0,105.0,2.5,122.0,671.0,110.0
Post-30s,66.0,64.0,264.0,3.9,61.0,752.0,101.0
Post-30s,52.0,45.0,381.0,5.2,73.0,705.0,233.0
Post-30s,66.0,63.0,327.0,3.4,62.0,629.0,103.0
Pre-30s,54.0,47.0,369.0,5.3,70.0,761.0,162.0
Pre-30s,57.0,48.0,369.0,4.5,43.0,698.0,98.0
Post-30s,69.0,68.0,177.0,3.6,113.0,532.0,127.0
Post-30s,74.0,74.0,169.0,2.9,98.0,423.0,122.0
Pre-30s,56.0,48.0,369.0,7.6,108.0,1400.0,111.0
Pre-30s,55.0,48.0,246.0,11.0,177.0,1964.0,127.0
Pre-30s,42.0,40.0,430.0,5.2,51.0,1103.0,68.0
Pre-30s,65.0,59.0,251.0,3.9,65.0,714.0,106.0
Pre-30s,18.0,21.0,580.0,11.0,120.0,2163.0,358.0
Pre-30s,64.0,62.0,217.0,4.2,82.0,851.0,104.0
Pre-30s,38.0,34.0,375.0,11.0,125.0,1868.0,189.0
Pre-30s,76.0,74.0,124.0,4.7,118.0,848.0,104.0
Post-30s,64.0,58.0,312.0,3.5,52.0,531.0,122.0
Post-30s,76.0,74.0,170.0,2.9,89.0,384.0,135.0
Post-30s,72.0,71.0,221.0,2.4,83.0,402.0,87.0
Post-30s,71.0,67.0,242.0,2.9,47.0,461.0,106.0
Post-30s,77.0,77.0,163.0,2.8,81.0,443.0,121.0
Post-30s,22.0,21.0,747.0,10.0,98.0,1015.0,567.0
Post-30s,65.0,61.0,211.0,4.5,75.0,808.0,97.0
Post-30s,72.0,68.0,248.0,2.5,44.0,381.0,89.0
Pre-30s,43.0,36.0,471.0,7.5,105.0,1382.0,132.0
Pre-30s,68.0,63.0,303.0,2.8,41.0,483.0,86.0
Post-30s,81.0,80.0,124.0,2.5,118.0,293.0,113.0
Post-30s,66.0,65.0,234.0,2.9,93.0,552.0,99.0
Pre-30s,56.0,47.0,320.0,8.6,156.0,1574.0,106.0
Post-30s,60.0,57.0,273.0,3.7,53.0,625.0,84.0
Post-30s,72.0,73.0,154.0,4.1,79.0,872.0,104.0
Pre-30s,58.0,51.0,246.0,7.7,74.0,1379.0,110.0
Post-30s,67.0,68.0,229.0,2.4,47.0,454.0,102.0
Post-30s,68.0,65.0,258.0,3.8,80.0,679.0,99.0
Pre-30s,51.0,43.0,376.0,7.7,138.0,1443.0,115.0
Post-30s,47.0,48.0,366.0,5.3,53.0,713.0,306.0
Pre-30s,61.0,58.0,248.0,4.1,93.0,791.0,103.0
Pre-30s,49.0,43.0,420.0,4.6,84.0,748.0,204.0
Post-30s,61.0,54.0,222.0,7.6,123.0,1128.0,201.0
Pre-30s,60.0,51.0,297.0,6.8,93.0,1113.0,97.0
Pre-30s,44.0,40.0,427.0,5.0,49.0,828.0,82.0
Pre-30s,38.0,30.0,453.0,16.0,185.0,2970.0,121.0
Pre-30s,57.0,49.0,352.0,6.7,63.0,1252.0,113.0
Pre-30s,51.0,42.0,350.0,11.0,145.0,2031.0,108.0
Pre-30s,49.0,38.0,415.0,7.2,57.0,1252.0,126.0
Pre-30s,18.0,29.0,515.0,9.3,92.0,1879.0,481.0
Post-30s,53.0,47.0,389.0,5.1,61.0,508.0,211.0
Post-30s,76.0,75.0,133.0,5.3,220.0,530.0,138.0
Post-30s,49.0,43.0,435.0,5.3,77.0,836.0,100.0
Pre-30s,44.0,38.0,463.0,6.8,63.0,1095.0,139.0
Post-30s,63.0,59.0,299.0,3.6,94.0,661.0,107.0
Post-30s,70.0,70.0,194.0,2.5,82.0,473.0,99.0
Post-30s,81.0,79.0,152.0,1.9,55.0,311.0,108.0
Pre-30s,49.0,35.0,708.0,4.9,27.0,399.0,228.0
Pre-30s,42.0,37.0,359.0,9.0,90.0,1609.0,111.0
Pre-30s,53.0,46.0,405.0,4.8,71.0,718.0,94.0
Post-30s,47.0,43.0,444.0,6.2,82.0,1130.0,193.0
Pre-30s,44.0,43.0,356.0,5.6,96.0,1071.0,85.0
,86.0,85.0,79.0,3.0,115.0,483.0,105.0
Pre-30s,11.0,34.0,343.0,11.0,166.0,2395.0,274.0
Post-30s,64.0,56.0,258.0,6.2,141.0,1086.0,110.0
Pre-30s,59.0,52.0,341.0,4.6,100.0,776.0,90.0
Pre-30s,48.0,40.0,442.0,6.9,69.0,1306.0,104.0
Pre-30s,53.0,44.0,367.0,7.6,67.0,1438.0,111.0
Post-30s,56.0,52.0,277.0,5.1,103.0,897.0,95.0
Pre-30s,56.0,48.0,286.0,5.1,84.0,775.0,91.0
Pre-30s,62.0,60.0,366.0,3.0,77.0,533.0,78.0
Post-30s,71.0,67.0,200.0,3.7,103.0,509.0,114.0
Pre-30s,52.0,45.0,269.0,11.0,130.0,2133.0,112.0
Post-30s,73.0,68.0,192.0,7.0,225.0,1126.0,129.0
Post-30s,81.0,79.0,93.0,5.8,189.0,995.0,121.0
Pre-30s,48.0,41.0,470.0,5.2,55.0,684.0,199.0
Post-30s,59.0,63.0,272.0,3.3,59.0,443.0,285.0
Pre-30s,54.0,45.0,353.0,7.3,134.0,1323.0,111.0
Pre-30s,50.0,49.0,452.0,6.1,134.0,1207.0,98.0
Post-30s,64.0,60.0,206.0,5.5,111.0,953.0,112.0
Post-30s,58.0,55.0,290.0,3.8,82.0,599.0,200.0
Post-30s,65.0,64.0,220.0,3.5,100.0,630.0,93.0
Post-30s,63.0,59.0,299.0,3.6,88.0,636.0,100.0
Pre-30s,60.0,58.0,274.0,3.5,50.0,604.0,88.0
Pre-30s,44.0,31.0,409.0,11.0,114.0,1796.0,117.0
Pre-30s,69.0,65.0,226.0,3.8,105.0,552.0,110.0
Post-30s,54.0,46.0,336.0,5.8,104.0,960.0,207.0
Post-30s,69.0,68.0,251.0,2.7,45.0,467.0,91.0
Pre-30s,40.0,37.0,472.0,7.5,59.0,1561.0,106.0
Post-30s,71.0,69.0,237.0,3.2,65.0,532.0,88.0
Post-30s,67.0,67.0,209.0,3.0,62.0,483.0,100.0
Pre-30s,29.0,23.0,690.0,12.0,81.0,2307.0,139.0
Post-30s,68.0,66.0,252.0,3.1,64.0,555.0,98.0
Pre-30s,56.0,51.0,274.0,5.5,115.0,963.0,99.0
Pre-30s,47.0,40.0,296.0,14.0,131.0,2303.0,163.0
Pre-30s,55.0,49.0,361.0,4.1,90.0,641.0,121.0
Post-30s,74.0,71.0,213.0,2.6,54.0,416.0,93.0
Post-30s,61.0,59.0,279.0,3.5,80.0,702.0,94.0
Post-30s,75.0,72.0,138.0,4.1,75.0,666.0,164.0
Pre-30s,62.0,51.0,236.0,11.0,137.0,1917.0,142.0
Post-30s,52.0,46.0,379.0,5.6,59.0,800.0,91.0
Post-30s,56.0,49.0,402.0,4.1,58.0,595.0,74.0
Pre-30s,58.0,56.0,254.0,4.7,85.0,823.0,89.0
Pre-30s,43.0,40.0,445.0,6.8,112.0,1373.0,109.0
Pre-30s,50.0,41.0,360.0,6.9,66.0,1290.0,129.0
Pre-30s,62.0,57.0,268.0,5.4,79.0,1105.0,86.0
Post-30s,43.0,38.0,338.0,10.0,130.0,1650.0,153.0
Pre-30s,63.0,62.0,257.0,3.0,67.0,520.0,84.0
Post-30s,52.0,52.0,275.0,11.0,256.0,1390.0,303.0
Pre-30s,60.0,59.0,314.0,2.8,48.0,547.0,84.0
Pre-30s,58.0,53.0,259.0,5.4,59.0,980.0,99.0
Post-30s,62.0,58.0,321.0,3.6,75.0,627.0,85.0
Pre-30s,54.0,46.0,348.0,7.4,131.0,1369.0,118.0
Post-30s,71.0,73.0,198.0,2.0,33.0,393.0,77.0
Pre-30s,57.0,50.0,337.0,5.0,81.0,722.0,129.0
Pre-30s,49.0,28.0,499.0,10.0,130.0,1219.0,91.0
Pre-30s,68.0,70.0,234.0,2.0,58.0,374.0,89.0
Pre-30s,41.0,34.0,492.0,8.1,68.0,1510.0,121.0
Pre-30s,25.0,23.0,757.0,9.5,72.0,1944.0,97.0
Pre-30s,63.0,67.0,245.0,2.9,59.0,649.0,104.0
Post-30s,60.0,54.0,310.0,4.9,113.0,883.0,108.0
Pre-30s,47.0,41.0,478.0,5.2,54.0,879.0,109.0
Post-30s,60.0,53.0,363.0,5.8,59.0,1055.0,99.0
Post-30s,55.0,47.0,358.0,5.8,144.0,1001.0,102.0
Pre-30s,48.0,45.0,450.0,5.3,84.0,1088.0,89.0
Pre-30s,40.0,27.0,676.0,6.7,56.0,752.0,249.0
Pre-30s,46.0,42.0,392.0,7.3,128.0,1443.0,116.0
Pre-30s,57.0,53.0,295.0,4.1,63.0,739.0,105.0
Pre-30s,58.0,55.0,301.0,3.5,63.0,641.0,91.0
Post-30s,64.0,59.0,293.0,4.4,97.0,720.0,184.0
Pre-30s,41.0,33.0,470.0,9.9,109.0,1583.0,272.0
Pre-30s,45.0,51.0,357.0,5.1,80.0,1080.0,108.0
Post-30s,67.0,64.0,250.0,3.5,94.0,611.0,112.0
Post-30s,56.0,54.0,294.0,5.1,81.0,746.0,123.0
Pre-30s,1.0,16.0,679.0,21.0,86.0,5809.0,112.0
Pre-30s,59.0,53.0,312.0,4.9,131.0,799.0,107.0
Pre-30s,28.0,9.0,810.0,16.0,136.0,1995.0,99.0
Pre-30s,55.0,47.0,426.0,6.7,72.0,1308.0,96.0
Post-30s,56.0,48.0,321.0,5.5,73.0,975.0,104.0
Pre-30s,48.0,41.0,478.0,6.9,57.0,1236.0,113.0
Pre-30s,46.0,38.0,424.0,8.6,115.0,1594.0,115.0
Pre-30s,61.0,54.0,286.0,5.4,69.0,667.0,94.0
Post-30s,64.0,62.0,224.0,3.7,59.0,654.0,89.0
Post-30s,58.0,54.0,286.0,4.2,58.0,750.0,101.0
Pre-30s,54.0,45.0,338.0,7.0,95.0,1299.0,94.0
Pre-30s,27.0,27.0,604.0,9.2,67.0,1655.0,431.0
Pre-30s,58.0,50.0,323.0,6.0,96.0,1119.0,112.0
Post-30s,57.0,50.0,373.0,4.1,60.0,600.0,103.0
Post-30s,68.0,65.0,225.0,3.3,65.0,581.0,89.0
Post-30s,67.0,67.0,218.0,2.8,56.0,451.0,93.0
Pre-30s,59.0,56.0,280.0,3.8,77.0,652.0,93.0
Post-30s,60.0,52.0,220.0,5.4,99.0,850.0,296.0
Post-30s,67.0,63.0,194.0,4.5,63.0,736.0,123.0
Pre-30s,66.0,62.0,257.0,3.1,62.0,531.0,97.0
Post-30s,71.0,76.0,140.0,4.4,87.0,1364.0,188.0
Post-30s,52.0,49.0,337.0,4.5,81.0,641.0,286.0
Pre-30s,34.0,28.0,640.0,10.0,110.0,1845.0,230.0
Post-30s,65.0,54.0,333.0,5.3,87.0,1152.0,138.0
Post-30s,62.0,61.0,219.0,4.0,88.0,679.0,114.0
Pre-30s,62.0,56.0,346.0,4.4,52.0,802.0,88.0
Pre-30s,60.0,54.0,355.0,4.4,48.0,851.0,101.0
Post-30s,77.0,72.0,135.0,5.9,118.0,995.0,108.0
Post-30s,72.0,69.0,204.0,3.2,88.0,440.0,126.0
Post-30s,68.0,64.0,222.0,3.4,95.0,562.0,162.0
Pre-30s,42.0,45.0,448.0,4.8,62.0,599.0,268.0
Pre-30s,57.0,48.0,319.0,7.9,125.0,1292.0,98.0
Post-30s,40.0,49.0,374.0,4.2,51.0,983.0,72.0
Pre-30s,58.0,54.0,290.0,4.0,82.0,738.0,93.0
Post-30s,69.0,66.0,207.0,4.3,89.0,813.0,120.0
Post-30s,68.0,64.0,217.0,3.5,105.0,585.0,109.0
Pre-30s,68.0,63.0,174.0,6.5,136.0,1028.0,121.0
Pre-30s,49.0,41.0,476.0,7.1,78.0,1331.0,109.0
Post-30s,70.0,64.0,213.0,5.1,90.0,901.0,109.0
Pre-30s,47.0,37.0,386.0,13.0,93.0,2403.0,131.0
Pre-30s,52.0,49.0,373.0,3.9,47.0,674.0,55.0
Post-30s,51.0,46.0,396.0,4.6,63.0,867.0,127.0
Pre-30s,52.0,43.0,337.0,9.6,121.0,1784.0,113.0
Post-30s,64.0,61.0,331.0,3.3,59.0,637.0,90.0
Post-30s,74.0,94.0,119.0,1.2,167.0,954.0,186.0
Pre-30s,46.0,36.0,272.0,10.0,115.0,1910.0,200.0
Pre-30s,28.0,29.0,557.0,9.7,104.0,1431.0,793.0
Pre-30s,29.0,18.0,831.0,8.6,79.0,958.0,373.0
Pre-30s,50.0,28.0,603.0,6.4,44.0,589.0,195.0
Post-30s,57.0,58.0,282.0,4.0,40.0,570.0,97.0
Pre-30s,60.0,56.0,261.0,4.4,50.0,800.0,92.0
Post-30s,50.0,43.0,479.0,4.7,31.0,723.0,173.0
Pre-30s,57.0,51.0,249.0,7.5,110.0,1417.0,89.0
Pre-30s,55.0,50.0,293.0,5.2,56.0,814.0,182.0
Pre-30s,58.0,46.0,295.0,13.0,106.0,2509.0,119.0
Pre-30s,49.0,38.0,384.0,18.0,160.0,2809.0,171.0
Post-30s,60.0,54.0,314.0,3.7,56.0,661.0,90.0
Pre-30s,58.0,47.0,297.0,11.0,142.0,2163.0,117.0
Pre-30s,45.0,43.0,344.0,6.3,84.0,1114.0,94.0
Post-30s,69.0,65.0,220.0,4.3,110.0,669.0,219.0
Pre-30s,60.0,53.0,327.0,4.4,61.0,668.0,102.0
Post-30s,68.0,67.0,219.0,2.6,52.0,449.0,75.0
Pre-30s,65.0,62.0,220.0,3.8,80.0,696.0,133.0
Post-30s,67.0,66.0,229.0,2.9,61.0,564.0,86.0
Post-30s,53.0,49.0,309.0,4.7,97.0,811.0,153.0
Post-30s,71.0,70.0,147.0,5.2,143.0,964.0,129.0
Post-30s,57.0,54.0,334.0,4.4,61.0,927.0,80.0
Post-30s,62.0,55.0,348.0,5.0,67.0,874.0,97.0
Pre-30s,53.0,47.0,340.0,6.7,105.0,912.0,113.0
Pre-30s,51.0,43.0,392.0,7.1,61.0,1334.0,113.0
Post-30s,45.0,39.0,373.0,12.0,126.0,2457.0,118.0
Post-30s,67.0,64.0,258.0,3.4,99.0,557.0,97.0
Pre-30s,55.0,55.0,298.0,3.8,88.0,794.0,89.0
Pre-30s,64.0,59.0,302.0,4.1,60.0,766.0,97.0
Post-30s,61.0,54.0,270.0,6.7,101.0,859.0,262.0
Post-30s,52.0,49.0,361.0,5.3,134.0,1046.0,93.0
Pre-30s,58.0,50.0,338.0,5.5,57.0,1036.0,108.0
Pre-30s,57.0,57.0,274.0,4.6,57.0,928.0,88.0
Pre-30s,63.0,63.0,247.0,4.1,103.0,659.0,105.0
Post-30s,72.0,70.0,206.0,3.1,64.0,535.0,98.0
Post-30s,72.0,69.0,215.0,2.9,68.0,434.0,97.0
Post-30s,66.0,46.0,374.0,5.1,76.0,570.0,162.0
Post-30s,66.0,65.0,211.0,3.3,83.0,524.0,105.0
Post-30s,42.0,36.0,526.0,7.0,82.0,1073.0,368.0
Post-30s,79.0,77.0,164.0,2.0,60.0,248.0,77.0
Pre-30s,53.0,45.0,373.0,6.4,84.0,1122.0,102.0
Post-30s,68.0,65.0,186.0,4.3,122.0,690.0,111.0
Pre-30s,45.0,40.0,326.0,9.4,151.0,1816.0,123.0
Pre-30s,49.0,43.0,400.0,6.0,77.0,827.0,113.0
Pre-30s,50.0,42.0,426.0,6.1,71.0,1166.0,108.0
Pre-30s,55.0,52.0,290.0,6.4,95.0,1267.0,100.0
Pre-30s,47.0,40.0,428.0,5.7,63.0,988.0,108.0
Pre-30s,14.0,1.0,690.0,31.0,129.0,3819.0,463.0
Pre-30s,58.0,50.0,340.0,5.4,72.0,924.0,106.0
Post-30s,53.0,47.0,394.0,5.7,115.0,1003.0,84.0
Post-30s,59.0,54.0,346.0,4.1,92.0,757.0,102.0
Post-30s,69.0,73.0,142.0,3.6,84.0,886.0,150.0
Post-30s,75.0,75.0,150.0,2.3,48.0,400.0,92.0
Pre-30s,58.0,51.0,341.0,5.0,75.0,916.0,91.0
Pre-30s,35.0,29.0,629.0,9.3,107.0,1716.0,132.0
Pre-30s,59.0,52.0,353.0,4.5,59.0,810.0,83.0
Post-30s,70.0,69.0,213.0,3.0,80.0,459.0,135.0
Pre-30s,52.0,49.0,361.0,3.9,45.0,695.0,82.0
Pre-30s,64.0,63.0,239.0,3.1,43.0,534.0,90.0
Post-30s,75.0,76.0,207.0,2.5,53.0,433.0,99.0
Pre-30s,65.0,60.0,320.0,3.0,53.0,477.0,77.0
Post-30s,62.0,59.0,258.0,3.5,80.0,595.0,177.0
Pre-30s,40.0,35.0,367.0,10.0,117.0,1901.0,131.0
Post-30s,64.0,64.0,223.0,3.2,84.0,571.0,97.0
Post-30s,65.0,59.0,254.0,3.8,77.0,655.0,102.0
Pre-30s,44.0,48.0,395.0,4.6,59.0,1061.0,111.0
Pre-30s,61.0,56.0,334.0,3.8,54.0,692.0,89.0
Pre-30s,56.0,48.0,379.0,4.9,54.0,932.0,104.0
Post-30s,76.0,77.0,168.0,2.1,61.0,359.0,94.0
Pre-30s,58.0,48.0,299.0,9.9,146.0,1859.0,104.0
Pre-30s,46.0,41.0,346.0,7.1,51.0,1174.0,96.0
Pre-30s,30.0,26.0,530.0,13.0,175.0,1794.0,314.0
Post-30s,77.0,79.0,124.0,2.2,62.0,415.0,95.0
Pre-30s,49.0,46.0,370.0,4.6,75.0,823.0,92.0
Pre-30s,73.0,70.0,215.0,2.7,68.0,420.0,94.0
Pre-30s,49.0,41.0,411.0,7.2,90.0,1310.0,128.0
Post-30s,63.0,58.0,266.0,4.8,108.0,692.0,127.0
Pre-30s,50.0,44.0,350.0,8.0,129.0,1047.0,226.0
Pre-30s,46.0,38.0,468.0,8.3,87.0,1357.0,109.0
Pre-30s,44.0,37.0,453.0,8.1,125.0,1518.0,120.0
Post-30s,74.0,71.0,177.0,2.6,78.0,613.0,190.0
Post-30s,65.0,63.0,208.0,4.1,113.0,698.0,96.0
Pre-30s,48.0,43.0,374.0,8.3,71.0,1704.0,113.0
Post-30s,68.0,65.0,257.0,3.2,59.0,586.0,94.0
Pre-30s,68.0,70.0,194.0,2.7,61.0,479.0,81.0
Pre-30s,39.0,41.0,556.0,4.4,25.0,653.0,265.0
Pre-30s,43.0,34.0,415.0,15.0,126.0,2793.0,116.0
Pre-30s,56.0,49.0,392.0,4.2,61.0,630.0,104.0
Post-30s,59.0,57.0,271.0,3.7,87.0,615.0,158.0
Pre-30s,48.0,47.0,338.0,5.1,61.0,1030.0,108.0
Pre-30s,57.0,50.0,365.0,4.6,38.0,695.0,113.0
Pre-30s,50.0,45.0,416.0,5.9,53.0,1213.0,113.0
Post-30s,70.0,65.0,260.0,3.0,43.0,396.0,118.0
Post-30s,68.0,68.0,184.0,3.5,74.0,695.0,120.0
Pre-30s,59.0,52.0,342.0,4.6,74.0,850.0,101.0
Pre-30s,29.0,22.0,568.0,16.0,130.0,2950.0,270.0
Pre-30s,55.0,51.0,300.0,4.7,63.0,789.0,97.0
Pre-30s,53.0,46.0,441.0,5.7,68.0,1097.0,106.0
Pre-30s,55.0,44.0,319.0,12.0,144.0,2325.0,160.0
Pre-30s,33.0,30.0,454.0,8.2,58.0,1251.0,344.0
Pre-30s,59.0,53.0,425.0,3.1,39.0,407.0,73.0
Post-30s,67.0,63.0,290.0,3.4,70.0,599.0,97.0
Post-30s,77.0,78.0,125.0,2.5,92.0,437.0,130.0
Pre-30s,43.0,35.0,433.0,11.0,149.0,1973.0,116.0
Pre-30s,43.0,36.0,444.0,9.0,132.0,1649.0,123.0
Post-30s,61.0,55.0,332.0,3.9,71.0,650.0,88.0
Pre-30s,45.0,36.0,361.0,7.6,50.0,895.0,126.0
Post-30s,48.0,44.0,372.0,5.1,68.0,621.0,313.0
Post-30s,68.0,66.0,249.0,2.5,53.0,467.0,94.0
Post-30s,80.0,79.0,125.0,2.9,133.0,309.0,137.0
Pre-30s,52.0,44.0,445.0,6.6,61.0,1247.0,99.0
Pre-30s,74.0,71.0,243.0,2.0,40.0,339.0,72.0
Pre-30s,46.0,38.0,441.0,7.6,106.0,1412.0,136.0
Post-30s,57.0,49.0,309.0,5.8,73.0,1006.0,150.0
Post-30s,52.0,45.0,414.0,4.6,60.0,794.0,106.0
Pre-30s,56.0,53.0,327.0,3.6,58.0,645.0,78.0
Post-30s,75.0,71.0,164.0,4.7,118.0,793.0,107.0
Post-30s,39.0,54.0,360.0,4.0,61.0,784.0,79.0
Post-30s,73.0,69.0,243.0,2.4,49.0,346.0,81.0
Post-30s,60.0,54.0,335.0,4.1,67.0,617.0,97.0
Pre-30s,45.0,40.0,616.0,4.6,56.0,847.0,77.0
Post-30s,70.0,70.0,237.0,2.5,61.0,471.0,91.0
Pre-30s,62.0,58.0,252.0,3.6,81.0,603.0,105.0
Post-30s,69.0,68.0,203.0,2.8,44.0,525.0,104.0
Post-30s,86.0,80.0,105.0,2.4,101.0,683.0,100.0
Post-30s,57.0,49.0,348.0,5.4,81.0,986.0,138.0
,61.0,55.0,364.0,3.5,52.0,544.0,80.0
Post-30s,62.0,59.0,236.0,4.2,101.0,579.0,206.0
Post-30s,68.0,63.0,234.0,4.2,77.0,557.0,113.0
Post-30s,52.0,50.0,310.0,6.4,89.0,858.0,110.0
Pre-30s,53.0,46.0,412.0,6.1,70.0,1125.0,124.0
Pre-30s,46.0,39.0,469.0,6.3,93.0,1184.0,106.0
Post-30s,54.0,45.0,350.0,9.3,160.0,1744.0,106.0
Pre-30s,39.0,31.0,483.0,11.0,71.0,2095.0,137.0
Pre-30s,69.0,70.0,196.0,2.6,57.0,508.0,94.0
Pre-30s,54.0,53.0,326.0,3.7,40.0,719.0,79.0
Pre-30s,49.0,40.0,398.0,8.6,99.0,1628.0,114.0
Post-30s,58.0,50.0,365.0,5.4,70.0,894.0,91.0
Post-30s,68.0,65.0,264.0,3.8,114.0,609.0,169.0
Post-30s,67.0,65.0,198.0,3.9,87.0,710.0,98.0
Pre-30s,55.0,48.0,378.0,4.7,67.0,589.0,86.0
Pre-30s,32.0,26.0,583.0,10.0,62.0,1789.0,321.0
Post-30s,66.0,62.0,275.0,3.4,66.0,391.0,108.0
Post-30s,68.0,65.0,270.0,3.5,58.0,605.0,99.0
Pre-30s,46.0,42.0,459.0,8.3,102.0,1657.0,108.0
Post-30s,66.0,60.0,301.0,3.3,38.0,511.0,105.0
Pre-30s,64.0,59.0,308.0,3.4,67.0,523.0,87.0
Pre-30s,68.0,63.0,242.0,4.1,59.0,589.0,140.0
Pre-30s,56.0,49.0,252.0,9.2,106.0,1427.0,144.0
Pre-30s,60.0,53.0,323.0,4.7,88.0,882.0,101.0
Post-30s,67.0,62.0,307.0,2.9,32.0,457.0,92.0
Post-30s,64.0,59.0,288.0,3.8,71.0,707.0,104.0
Post-30s,54.0,49.0,302.0,5.8,138.0,1065.0,159.0
Pre-30s,61.0,54.0,267.0,6.4,86.0,802.0,86.0
Pre-30s,59.0,55.0,332.0,3.1,73.0,553.0,85.0
Pre-30s,49.0,40.0,349.0,6.4,57.0,1125.0,82.0
Pre-30s,45.0,22.0,316.0,14.0,121.0,1618.0,321.0
Pre-30s,44.0,36.0,439.0,8.9,132.0,1639.0,114.0
Post-30s,52.0,45.0,428.0,4.7,58.0,662.0,145.0
Pre-30s,52.0,48.0,339.0,4.5,78.0,812.0,95.0
Pre-30s,1.0,21.0,517.0,14.0,95.0,3975.0,718.0
Post-30s,70.0,66.0,273.0,2.7,37.0,348.0,71.0
Post-30s,74.0,75.0,147.0,2.6,65.0,424.0,107.0
Post-30s,46.0,40.0,426.0,6.6,74.0,816.0,102.0
Pre-30s,54.0,48.0,299.0,5.6,74.0,960.0,101.0
Post-30s,47.0,41.0,476.0,5.6,88.0,949.0,182.0
Pre-30s,59.0,57.0,355.0,3.1,56.0,555.0,86.0
Pre-30s,55.0,49.0,354.0,5.1,87.0,758.0,99.0
Pre-30s,66.0,58.0,183.0,9.4,101.0,1477.0,195.0
Post-30s,35.0,39.0,513.0,5.4,54.0,585.0,321.0
Post-30s,49.0,47.0,373.0,5.3,51.0,921.0,143.0
Pre-30s,59.0,52.0,327.0,5.1,103.0,877.0,94.0
Post-30s,63.0,62.0,263.0,3.0,33.0,528.0,73.0
Pre-30s,66.0,66.0,201.0,3.8,98.0,642.0,94.0
Pre-30s,43.0,43.0,463.0,4.0,55.0,785.0,88.0
Pre-30s,1.0,21.0,850.0,8.4,66.0,1746.0,437.0
